Registration Number,Action ID,Builder,Promoter Name,Project Name,District,Taluka,Project Type,Approved On,Proposed Completion Date,Proposed Completion Date At Registration,Project Address,Latitude,Longitude,Total Units,Has Quarterly Update,Units Booked (Q3_FY25-26),Units Available (Q3_FY25-26),Units Booked (Q4_FY25-26),Units Available (Q4_FY25-26),Units Booked (Q1_FY26-27),Units Available (Q1_FY26-27)
PRM/KA/RERA/1251/446/PR/220426/008598,14190,BALDOTA BUILDERS AND DEVELOPERS,BALDOTA BUILDERS AND DEVELOPERS,BALDOTA SUMMIT,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2026-04-22,2030-03-31,2030-03-31,"KATHA NO 90/20/5,6,7, EPID NO. 5516180276 , K NARAYANAPURA VILLAGE, K R PURAM HOBLI, WARD NO 25 , Bengaluru East , Bengaluru Urban, Karnataka - 560077",13.061172,77.63869,77,Yes,NA,NA,NA,NA,2,75
PRM/KA/RERA/1251/310/PR/040726/008790,14197,SHRAVANTHI SHELTHERS,SHRAVANTHI SHELTHERS,Shravanthi Atmosphere,Bengaluru Urban,Bengaluru South,Plotted Development,2026-07-04,2028-03-31,2028-03-31,"SY NO 98 (PART) OF TARALU VILLAGE, SY NO 124 AND 125 OF TATTAGUPPE VILLAGE , UTTARAHALLI HOBLI , Bengaluru South , Bengaluru Urban, Karnataka - 560116",12.7813251,77.5165386,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/210126/008417,14200,JEYA DEVELOPERS,JEYA DEVELOPERS,JEYA GREEN HORIZON,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2026-01-21,2029-12-31,2029-12-31,"Katha No. 2541, Sy No 68/9, Challagatta Village, Marathahalli Hobli , Bangalore in Ward No -150 , Bengaluru East , Bengaluru Urban, Karnataka - 560037",12.944449,77.649584,120,Yes,NA,NA,0,120,15,105
PRM/KA/RERA/1251/308/PR/180326/008537,14203,Prestige,PRESTIGE PROJECTS PRIVATE LIMITED,Eaton Park @ The Prestige City,Bengaluru Urban,Anekal,Residential/Group Housing,2026-03-18,2030-06-30,2030-06-30,"Residential Building at Sy. Nos. 129/1, 129/2, 130/1, 130/2, 130/3, 130/4 &130/5 OF SOMPURA VILLAGE, AND , SY. NO. 23/1, 32/4 OF VALAGERE KALAHALLI VILLAGE SARJAPUR HOBLI, ANEKAL TALUK, BENGALURU DISTRICT , Anekal , Bengaluru Urban, Karnataka - 562125",12.877615278845116,77.77432725580908,366,Yes,NA,NA,112,254,167,199
PRM/KA/RERA/1251/308/PR/110326/008519,14204,Prestige,PRESTIGE PROJECTS PRIVATE LIMITED,Fernvale @ The Prestige City,Bengaluru Urban,Anekal,Residential/Group Housing,2026-03-11,2030-03-31,2030-03-31,"Residential development at Sy. No. 59/1, 59/2, 59/5, 59/6, 59/7, 60/1, 60/2, 60/3, 61, 64, 65, 66 (PART) 68/1, 68/2, 68/3, 70/8 , OF VALAGERE KALAHALLI VILLAGE, SARJAPUR HOBLI, ANEKAL TALUK, BANGALORE DISTRICT. , Anekal , Bengaluru Urban, Karnataka - 560001",12.878285645655145,77.7703123942227,387,Yes,NA,NA,271,116,295,92
PRM/KA/RERA/1251/308/PR/220126/008423,14205,IndiaBuild,Indiabuild Realtors Private Limited,The Grand County Address,Bengaluru Urban,Anekal,Plotted Development,2026-01-22,2028-12-31,2028-12-31,"Sy No 64/1, 64/2, 64/3, 64/4, 64/5, 64/6, 64/7, 64/8, 64/9, 65/2, 67/1 & 67/2, Ittanguru Village and , 219/3, 219/4, 219/17, 219/21, 219/22, 219/23 & 219/24, Sarjapura Village, Sarjapura Hobli, Anekal Taluk , Anekal , Bengaluru Urban, Karnataka - 562125",12.874219,77.791236,NA,Yes,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/308/PR/260526/008686,14207,Nambiar EnsembleResidential Projects LLP,Nambiar EnsembleResidential Projects LLP,Nambiar District 25 Phase 3,Bengaluru Urban,Anekal,Residential/Group Housing,2026-05-26,2032-02-29,2032-02-29,"Survey No. 252/2, 252/1, 252/3, 253/2, 161/2, 162/1, 162/2, 163/1, 163/2, 163/3, 163/4, 163/5, 163/6, 164/1, 164/2, 164/3, 167/3 , situated at Dommasandra Village , Sarjapur Hobli Anekal Taluk , Anekal , Anekal , Bengaluru Urban, Karnataka - 562125",12.874450,77.742206,1202,Yes,NA,NA,NA,NA,97,1105
PRM/KA/RERA/1251/446/PR/160326/008527,14210,Sumukha Ventures,Sumukha Ventures,Sumukha Earthen Crest,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2026-03-16,2029-12-30,2029-12-30,"Sumukha Earthen Crest KATHA NO 811/SY NO 22/5. 22/6, Geddalahalli Village , K.R.Puram Hobli , Bengaluru East , Bengaluru Urban, Karnataka - 560077",13.045091059699146,77.63958936176299,110,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/472/PR/170326/008529,14211,4SQUARE ESTATES,4SQUARE ESTATES,4SQUARE PARK SIERRA,Bengaluru Urban,Yelahanka,Residential/Group Housing,2026-03-17,2029-12-31,2029-12-31,"Sy No.3,9,10 & 11/3, Katha No. 1309 No.3/9/10 & 812/11/3, Ward No.01, EPID:8672609169, , Shivanahalli Village, Yelahanka Hobli, Bangalore , Yelahanka , Bengaluru Urban, Karnataka - 560064",13.095511,77.602736,170,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/260226/008488,14212,M/s PSR BUILDERS AND DEVELOPERS,M/s PSR BUILDERS AND DEVELOPERS,PSR PLATINUM,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2026-02-26,2029-12-31,2029-12-31,"@ Sy no 170/2, Kodati Village , Varthur Hobli , Bengaluru East , Bengaluru Urban, Karnataka - 560035",12.887993,77.709935,117,Yes,NA,NA,0,117,0,117
PRM/KA/RERA/1251/310/PR/170126/008410,14220,Provident,Provident Housing Limited,Provident Equinox 5,Bengaluru Urban,Bengaluru South,Residential/Group Housing,2026-01-17,2030-03-31,2030-03-31,"Sy No. 1 to 3,4(p),5,6,7(p),8(p) 9 to 26 of Venkatapura Village, , Kengeri Hobli, Bangalore South Taluk , Bengaluru South , Bengaluru Urban, Karnataka - 560060",12.88500000,77.47027778,396,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/200126/008415,14223,A B & T LIFESTYLE SPACES LLP,A B & T LIFESTYLE SPACES LLP,Park Lane,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2026-01-20,2030-12-30,2030-12-30,"KATHA NO. 1667, SY NO. 11/2, THUBARAHALLI, , VARTHUR HOBLI, WARD NO. 85 , Bengaluru East , Bengaluru Urban, Karnataka - 560066",12.957228,77.717095,75,Yes,NA,NA,0,75,0,75
PRM/KA/RERA/1251/308/PR/260326/008550,14226,TBC INFRA CORP,TBC HOMES INFRA CORP,TBC LA PICASSO,Bengaluru Urban,Anekal,Plotted Development,2026-03-26,2027-10-20,2027-10-20,"TBC LA PICASSO, Sy No. 91/1, Doddahagde Village , Lingapura to Sopphalli Road, Kasaba Hobli, Anekal , Anekal , Bengaluru Urban, Karnataka - 562106",12.746781277111834,77.68824921589251,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/308/PR/270326/008554,14230,FUTURE INFRASTRUCTURES,FUTURE INFRASTRUCTURES,FUTURE AVIANA,Bengaluru Urban,Anekal,Plotted Development,2026-03-27,2029-12-31,2029-12-31,"Sy No 6/1, 6/2, 6/3 & 6/4, Soppahalli Village , Kasaba Hobli , Anekal , Bengaluru Urban, Karnataka - 562106",12.751218,77.681066,NA,Yes,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/020226/008444,14233,MAX GLOBAL DEVELOPERS,MAX GLOBAL DEVELOPERS,SATORI RESIDENCE BY GENURISE,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2026-02-02,2030-06-30,2030-06-30,"KATHA NO. 1085, SY NO. 35/1, 35/2, DODDAKANNELLI VILLAGE , VARTHUR HOBLI, MAHADEVAPURA ZONE, WARD NO. 150 , Bengaluru East , Bengaluru Urban, Karnataka - 560035",12.907401,77.694352,161,Yes,NA,NA,2,159,0,0
PRM/KA/RERA/1251/446/PR/180926/008944,14246,Salarpuria Sattva,Sattva Resi Private Limited,SATTVA AANGANE,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2026-09-18,2032-10-21,2032-10-21,"SY NO. 23/1B, 23/2, 24/1C, 24/2B, 25/2 & 26/2, BANDAPURA VILLAGE, , BIDRAHALLI HOBLI, BENGALURU EAST TALUK, NH 75, Old Madras Road, BENGALURU , Bengaluru East , Bengaluru Urban, Karnataka - 560049",13.039249,77.742784,625,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/140526/008654,14254,K Ashoka Reddy,K Ashoka Reddy,UNNATHI VAIBHAVA,Bengaluru Urban,Bengaluru East,Plotted Development,2026-05-14,2027-12-31,2027-12-31,"Sy No. 82 & 84, of Kyalasanahalli, K R Puram Hobli , Bangalore East Taluk, Bangalore , Bengaluru East , Bengaluru Urban, Karnataka - 571102",13.060355449483094,77.66666080792915,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/308/PR/300426/008609,14260,SREEHAN INFRACON (OPC) PRIVATE LIMITED,SREEHAN INFRACON (OPC) PRIVATE LIMITED,SAFFRON CREST,Bengaluru Urban,Anekal,Residential/Group Housing,2026-04-30,2031-01-22,2031-01-22,"Khatha No.1642/486 PID No. 150200102300126378 in Sy no 486p of Sarjapura Village , Sarjapura Hobli , Anekal , Bengaluru Urban, Karnataka - 562125",12.857987,77.780576,42,Yes,NA,NA,NA,NA,0,42
PRM/KA/RERA/1251/446/PR/100326/008517,14270,Sumadhura,SUMADHURA HOMES LLP,SUMADHURA SOLEA,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2026-03-10,2029-06-30,2029-06-30,"E Katha No.3612472836 SY.No: 115/2(Part) , 116/1(Part) & 116/2(Part) Rachenahalli Village , K R Puram Hobli, , Bengaluru East , Bengaluru Urban, Karnataka - 560045",13.065142348433254,77.6258773004635,233,Yes,NA,NA,0,233,21,212
PRM/KA/RERA/1251/308/PR/210126/008418,14271,Trifecta,TRIFECTA PROJECTS PRIVATE LIMITED,Trifecta Veranza,Bengaluru Urban,Anekal,Residential/Group Housing,2026-01-21,2029-12-31,2029-12-31,"Sy No 96, Sy No 97/3, Khata Number 150200100101122194, Yamare Village, , Sarjapura Hobli, Anekal Taluk, Bengaluru District , Anekal , Bengaluru Urban, Karnataka - 562125",12.863284,77.751637,444,Yes,NA,NA,6,438,30,414
PRM/KA/RERA/1251/310/PR/040526/008618,14274,Assetz,Assetz Private Limited,Assetz Muse & Maison,Bengaluru Urban,Bengaluru South,Residential/Group Housing,2026-05-04,2030-03-31,2030-03-31,"SY.NO 173/2, GATTAHALLI VILLAGE, , ANEKAL TALUK,SARJAPUR HOBLI , Bengaluru South , Bengaluru Urban, Karnataka - 560099",12.8678,77.6935,128,Yes,NA,NA,NA,NA,10,118
TOR/PRM/KA/RERA/1251/446/PR/260615/008348,14282,Mahindra Lifespaces,MAHINDRA BLOSSOM DEVELOPERS LIMITED,MAHINDRA BLOSSOM,Bengaluru Urban,Bengaluru East,Mixed Development,2026-06-15,2030-10-31,2030-10-31,"KATHA NO. 5120, MUNICIPAL NO. 363, SY NO. 149 & 150, PATTANDUR AGRAHARA VILLAGE, K R PURAM HOBLI, WARD NO.83, E PID NO. 3958103673",NA,NA,735,Yes,NA,NA,NA,NA,518,217
PRM/KA/RERA/1251/446/PR/260226/008491,14284,NBR Projects LLP,NBR Projects LLP,Soul of the Seasons - Phase 2,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2026-02-26,2029-11-30,2029-11-30,"Survey No. 13/1, 13/2 & 13/3 , Mulluru Village, Varthur Hobli, , Bengaluru East , Bengaluru Urban, Karnataka - 560087",12.9008171,77.73134479,312,Yes,NA,NA,0,312,22,290
PRM/KA/RERA/1251/446/PR/220526/008677,14286,Sumadhura,SUMADHURA BUILDWELL PRIVATE LIMITED,Sumadhura Elysium Phase-I,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2026-05-22,2029-12-31,2029-12-31,"55/1(P),55/2A1(P),55/2A2,55/2C(P),56/1,57/5,58(P),59/2A(P),59/3A,60/1C, 110(P), , PANATHUR VILLAGE VARTHUR HOBLI , Bengaluru East , Bengaluru Urban, Karnataka - 560087",12.928718383177406,77.71169455112364,319,Yes,NA,NA,NA,NA,0,319
PRM/KA/RERA/1251/308/PR/100326/008518,14287,Rishideep Ventures,Rishideep Ventures,Rishideep Sentosa,Bengaluru Urban,Anekal,Residential/Group Housing,2026-03-10,2028-12-31,2028-12-31,"Sy. Nos. 96/3 & 96/4, Katha No. 2346/96/3 & 96/4, PID No. 150200100100422981 , Ittangoor Village, Next to Prestige City East Gate, Sarjapura Hobli , Anekal , Bengaluru Urban, Karnataka - 562125",12.87796,77.78670,84,Yes,NA,NA,0,84,0,0
PRM/KA/RERA/1251/309/PR/160526/008662,14315,REALKRAFT VENTURES LLP,REALKRAFT VENTURES LLP,Century Astoria,Bengaluru Urban,Bengaluru North,Residential/Group Housing,2026-05-16,2031-02-12,2031-02-12,"Sy Nos. 42/5, 43/2, 43/3, 43/3, 40, 44/1, 41/1A, 41/1C and 41/3 , Shivanahalli Village, Yelahanka Hobli, Bengaluru North Taluk , Bengaluru North , Bengaluru Urban, Karnataka - 560064",13.089111,77.598250,334,Yes,NA,NA,NA,NA,41,293
TOR/PRM/KA/RERA/1251/309/PR/260825/001973,14324,RG Unique Structures Private Limited,RG Unique Structures Private Limited,Hanging Gardens,Bengaluru Urban,Bengaluru North,Residential/Group Housing,2026-08-25,2021-03-30,2021-03-30,"Sy.No.77/2, Nagavara Village, Kasaba Hobli",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/220526/008672,14326,ALLEGRO MAHABALESHWARA VENTURES LLP,ALLEGRO MAHABALESHWARA VENTURES LLP,CLASSIQUE WILLOWBELL,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2026-05-22,2031-12-31,2031-12-31,"Sy.No: 129 [p] , Kannur Village, Bidarahalli Hobli , Bengaluru East , Bengaluru Urban, Karnataka - 560077",13.08645,77.653595,79,Yes,NA,NA,NA,NA,3,76
PRM/KA/RERA/1251/446/PR/060326/008509,14327,A M RAJSHEKAR,A M RAJSHEKAR,A M RAJSHEKAR,Bengaluru Urban,Bengaluru East,Plotted Development,2026-03-06,2028-12-31,2028-12-31,"Sy no 77/2 of Adur Village , Bidarahalli Hobli , Bengaluru East , Bengaluru Urban, Karnataka - 560049",13.061100,77.706915,NA,Yes,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/308/PR/260326/008551,14328,Lodha,Lodha Developers Limited,Haven Phase 2,Bengaluru Urban,Anekal,Residential/Group Housing,2026-03-26,2030-06-30,2030-06-30,"Sy Nos. 60/1, 60/2 & 61/2 , Choodasandra Village, , Sarjapura Hobli , Anekal , Bengaluru Urban, Karnataka - 560035 , Anekal , Bengaluru Urban, Karnataka - 560035",12.884158233212103,77.689230493907,148,Yes,NA,NA,6,142,13,135
PRM/KA/RERA/1251/308/PR/190226/008476,14331,M J REALTY,M J REALTY,TERRA VISTA,Bengaluru Urban,Anekal,Plotted Development,2026-02-19,2028-07-30,2028-07-30,"Sy. Nos. 134/2, 134/3, 134/4 & 137/1, S. Bingipura Village , Anekal Taluk, Jigani Hobli , Anekal , Bengaluru Urban, Karnataka - 562106",12.816038,77.622734,NA,Yes,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/309/PR/170326/008531,14336,AMIGO SHELTERS PVT LTD,AMIGO SHELTERS PVT LTD,AMIGO ALFRESCO,Bengaluru Urban,Bengaluru North,Residential/Group Housing,2026-03-17,2028-12-31,2028-12-31,"KHATHA NO 326/717/39/2 AND 38/3 SY NO 39/2 AND 38/3 , CHIKKABETTAHALLI YELAHANKA ZONE BENGALURU , Bengaluru North , Bengaluru Urban, Karnataka - 560097",13.096143806918278,77.53786855663718,110,Yes,NA,NA,0,110,1,109
PRM/KA/RERA/1251/308/PR/210226/008481,14337,SREE NIDHI DEVELOPERS,SREE NIDHI DEVELOPERS,SREE NIDHI BRINDHAVAN,Bengaluru Urban,Anekal,Residential/Group Housing,2026-02-21,2028-12-27,2028-12-27,"No. 254, Sy. No. 192/2, EPID No.2499902787, Sadguru Sainath School Road , Kudlu Village, Sarjapura Hobli, Ward No 19, Anekal Taluk , Anekal , Bengaluru Urban, Karnataka - 560068",12.8892431,77.6566658,64,Yes,NA,NA,0,64,1,63
PRM/KA/RERA/1251/472/PR/270226/008496,14345,SSE PROJECTS PVT LTD,SSE PROJECTS PVT LTD,PINAKINI LIFE SPACES PHASE 1,Bengaluru Urban,Yelahanka,Plotted Development,2026-02-27,2029-12-31,2029-12-31,"Sy No 104/6, 105/4, 106/8 of Doddajala Village and Sy no 66/2, 66/3, 67/1, 67/2, 67/3, 72/1, 72/2, 72/3 & 72/4 of , Doddajala Amanikere Village, Jala Hobli , Yelahanka , Bengaluru Urban, Karnataka - 562157",13.174573,77.66296,NA,Yes,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/290426/008606,14346,PRIVAE REALTY LLP,PRIVAE REALTY LLP,WATERSONG,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2026-04-29,2030-03-31,2030-03-31,"Khatha No. 355/223, Nallurahalli Village, KR Puram Hobli, Bengaluru East Taluk, Bengaluru , Sy No. 1/1, Ward No. 84, Bangalore East City Corporation Zone , Bengaluru East , Bengaluru Urban, Karnataka - 560066",12.971760799702787,77.73460024772318,40,Yes,NA,NA,NA,NA,0,40
PRM/KA/RERA/1251/308/PR/260226/008489,14348,FORTUNE PRIMERO LLP,FORTUNE PRIMERO LLP,SEVEN SARJAPUR,Bengaluru Urban,Anekal,Residential/Group Housing,2026-02-26,2030-03-31,2030-03-31,"Proposed Residential Building at Sy no 421/1P, 421/2P, 425/1, 427, 428/2P, 615/1, 615/2, 616(old Sy No 426/2B) in Sarjapura Village, , Sarjapura Hobli, Anekal Taluk,Bangalore , Anekal , Bengaluru Urban, Karnataka - 562125",12.8509576,77.7827898,779,Yes,NA,NA,0,779,172,607
PRM/KA/RERA/1251/446/PR/150426/008582,14350,Nava Jyothi Shelters Pvt Ltd,NAVA JYOTHI SHELTERS PRIVATE LIMITED,NAVA VRUKSHA,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2026-04-15,2031-12-31,2031-12-31,"Converted Sy Nos.12/1, 12/7, 12/9, 12/10, 12/11, 12/2, 12/3, 12/5, 12/6, 12/8, 12/4 of Dodda Gubbi Village , Bidarahalli Hobli , Bengaluru East , Bengaluru Urban, Karnataka - 560077",13.068658,77.669741,561,Yes,NA,NA,NA,NA,45,516
PRM/KA/RERA/1251/310/PR/260526/008682,14351,SRIVATSAV URBAN DEVELOPERS,SRIVATSAV URBAN DEVELOPERS,SRIVATSAV JUBILEE HERITAGE,Bengaluru Urban,Bengaluru South,Residential/Group Housing,2026-05-26,2028-02-28,2028-02-28,"NO. 248 , 4TH MAIN ROAD, MAKKALAKOOTA ROAD , CHAMARAJPET , Bengaluru South , Bengaluru Urban, Karnataka - 560018",12.958211,77.57117889999999,14,Yes,NA,NA,NA,NA,0,14
PRM/KA/RERA/1251/310/PR/210226/008482,14354,SAI GANESH DEVELOPERS,SAI GANESH DEVELOPERS,GOLDEN HORIZON,Bengaluru Urban,Bengaluru South,Residential/Group Housing,2026-02-21,2028-04-30,2028-04-30,"Sy. Nos. 11/10, 11/11, 11/21 & 11/30, Khatha No. 1178/11/10,11/11,11/21,11/30 , Choodenapura Village, Kengeri Hobli, Ward No. 198 , Bengaluru South , Bengaluru Urban, Karnataka - 560060",12.8953053,77.4840979,52,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/308/PR/120326/008521,14359,COLLAB PROJECTS LLP,COLLAB PROJECTS LLP,FOREST PROVINCE 1 @ MANA SKANDA THE RIGHT LIFE,Bengaluru Urban,Anekal,Residential/Group Housing,2026-03-12,2030-12-31,2030-12-31,"Sy No. 38/2, 38/3, 38/4, 38/5, 39/7, 39/8, 39/9, 39/10, 40/2, 40/3, 40/4, 40/5,40/6, 41/1, 41/2, 41/3, 41/4, 41/5, 41/6, 42/1 & 42/2 , of Chikkavaderapura Village, Sarjapura Hobli, , Anekal , Bengaluru Urban, Karnataka - 560087",12.893260,77.748027,526,Yes,NA,NA,0,428,0,526
PRM/KA/RERA/1251/309/PR/200326/008542,14360,Hebbal Properties Private Limited,Hebbal Properties Private Limited,Century Kindle Phase 1,Bengaluru Urban,Bengaluru North,Residential/Group Housing,2026-03-20,2031-03-14,2031-03-14,"Sy. Nos. 77/2, 78, 79, 80 /1 and 80/2 , Attur Village, Yelahanka Hobli, Bengaluru North Taluk, Bengaluru , Bengaluru North , Bengaluru Urban, Karnataka - 560064",13.110602,77.565935,458,Yes,NA,NA,133,325,257,201
PRM/KA/RERA/1251/446/PR/110326/008520,14369,BLUE SKY PROPERTIES,BLUE SKY PROPERTIES,AURA,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2026-03-11,2030-04-02,2030-04-02,"Sy No 68, Katha No 416/Sy No 68/Munipal No.416, E PID No.3742513267 , Balagere Village, Varthur Hobli, Bangalore Ward No.149 , Bengaluru East , Bengaluru Urban, Karnataka - 560087",12.939041617974864,77.71926697046213,154,Yes,NA,NA,15,139,18,136
PRM/KA/RERA/1251/310/PR/270326/008555,14374,R K SURAKSHA PROPERTIES,R K SURAKSHA PROPERTIES,SURAKSHA WHISPERING WAVES,Bengaluru Urban,Bengaluru South,Residential/Group Housing,2026-03-27,2030-12-31,2030-12-31,"Sy Nos. 149/4,149/14,134/2, , Subhash Nagar Main Road, Begur Village, Begur Hobli, Ward No 192. , Bengaluru South , Bengaluru Urban, Karnataka - 560068",12.870872,77.634442,272,Yes,NA,NA,0,272,11,261
PRM/KA/RERA/1251/308/PR/180326/008538,14378,S L V BUILDERS,S L V BUILDERS,SLV SIRI PARADISE,Bengaluru Urban,Anekal,Residential/Group Housing,2026-03-18,2028-12-31,2028-12-31,"V. P. Khatha No. 1414/116/1, Sy. No. 116/1 , Property ID: 150200100100221535, Chambenahalli Village, Sarjapura Hobli , Anekal , Bengaluru Urban, Karnataka - 562125",12.8927415,77.7665587,128,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/170326/008533,14381,KEERTHI NANDINI LLP,KEERTHI NANDINI LLP,KEERTHI NANDINI THE ASCENT,Bengaluru Urban,Bengaluru East,Mixed Development,2026-03-17,2030-02-28,2030-02-28,"Sy. No. 169, Bidarahalli Hobli, Mandor Gramapanchayath, Bommenahalli Village , Bengaluru East, Bengaluru , Bengaluru East , Bengaluru Urban, Karnataka - 560049",13.06493075403091,77.73818492889404,269,Yes,NA,NA,0,269,0,269
PRM/KA/RERA/1251/309/PR/020326/008501,14386,Godrej,GODREJ SSPDL GREEN ACRES PRIVATE LIMITED,GODREJ AVELINE,Bengaluru Urban,Bengaluru North,Mixed Development,2026-03-02,2031-03-31,2031-03-31,"Sy. No. 58/1, 64, 65/2 of Venkatala Village, , Yelahanka Hobli, Yelahanka Taluk, Bangalore Urban , Bengaluru North , Bengaluru Urban, Karnataka - 560064",13.11536,77.60775,849,Yes,NA,NA,528,321,674,175
PRM/KA/RERA/1251/446/PR/270526/008687,14388,SAMPOOJITHA DEVELOPERS,SAMPOOJITHA DEVELOPERS,SAMPOOJITHA HEIGHTS,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2026-05-27,2029-12-31,2029-12-31,"KHATHA NO:1086, SY NO: 60/2,60/5,60/3,60/6,60/7,60/8,60/9,60/10,60/11,60/12,60/14 & 60/15, , BELATHUR VILLAGE, BIDARAHALLI HOBLI, BANGALORE EAST TALUK-560066 , Bengaluru East , Bengaluru Urban, Karnataka - 560066",13.003911,77.751488,100,Yes,NA,NA,NA,NA,0,100
PRM/KA/RERA/1251/446/PR/180326/008539,14394,POULOMI FLORIQUE LLP,POULOMI FLORIQUE LLP,POULOMI FLORIQUE,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2026-03-18,2032-12-31,2032-12-31,"SY NOs 220, 221/1, 221/2, 222 OF KANNURU VILLAGE , BIDARAHALLI HOBLI , Bengaluru East , Bengaluru Urban, Karnataka - 560077",13.088352,77.645376,448,Yes,NA,NA,4,444,32,416
PRM/KA/RERA/1251/446/PR/280826/008895,14400,SRI SAI INFRA,SRI SAI VENTURES,SRI SAI SAMRUDHI,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2026-08-28,2030-12-31,2030-12-31,"Sy No. 78/1, Ittanguru Village, Sarjapura Hobli, Anekal Taluk, Bangalore Urban District Bangalore. , Sy No. 78/1, Ittanguru Village, Sarjapura Hobli, Anekal Taluk, Bangalore Urban District Bangalore. , Bengaluru East , Bengaluru Urban, Karnataka - 562125",12.876557,77.787806,48,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/310/PR/180726/008824,14402,SRR DEVELOPERS,SRR DEVELOPERS,SHREE GRUHA KALPA,Bengaluru Urban,Bengaluru South,Plotted Development,2026-07-18,2028-12-31,2028-12-31,"Sy No 102 of Doddanagamangala Village, Begur Hobli , Bangalore South Taluk , Bengaluru South , Bengaluru Urban, Karnataka - 560100",12.859672,77.678881,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/070926/008912,14405,ISTA SPACES LLP,ISTA SPACES LLP,WAVES AND WHIMSY,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2026-09-07,2028-01-10,2028-01-10,"SITE NO 2 AND 3, KATHA NO 2547/2388A/3, PID NO 3029135835, SY NO 63, , KASAVANAHALLI VILLAGE, VARTUR HOBLI, BANGALORE EAST TALUK, WARD NO 150S , Bengaluru East , Bengaluru Urban, Karnataka - 560035",12.912853,77.669358,28,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/310/PR/180326/008540,14407,M/S. RAINVAS INFRAA,M/S. RAINVAS INFRAA,RAINBOW UNO,Bengaluru Urban,Bengaluru South,Residential/Group Housing,2026-03-18,2031-06-30,2031-06-30,"SY NO 15/1 (OLD SY NO 15), VASANTHAPURA VILLAGE, , UTTARAHALLI HOBLI, BANGALORE SOUTH TALUK , Bengaluru South , Bengaluru Urban, Karnataka - 560062",12.901447,77.552894,240,Yes,NA,NA,0,240,8,232
PRM/KA/RERA/1251/308/PR/120326/008522,14412,COLLAB PROJECTS LLP,COLLAB PROJECTS LLP,FOREST PROVINCE 2 @ MANA SKANDA THE RIGHT LIFE,Bengaluru Urban,Anekal,Residential/Group Housing,2026-03-12,2031-06-30,2031-06-30,"Sy No. 38/2, 38/3, 38/4, 38/5, 39/7, 39/8, 39/9, 39/10, 40/2, 40/3, 40/4, 40/5,40/6, 41/1, 41/2, 41/3, 41/4, 41/5, 41/6, 42/1 & 42/2 , of Chikkavadera , Sarjapura Hobli, , Anekal , Bengaluru Urban, Karnataka - 560087",12.893260,77.748027,526,Yes,NA,NA,0,526,0,526
PRM/KA/RERA/1251/310/PR/270326/008558,14421,Nestled Haven Developers LLP,Nestled Haven Realty Private Limited,THE SEVEN,Bengaluru Urban,Bengaluru South,Residential/Group Housing,2026-03-27,2031-03-01,2031-03-01,"Property No./E-PID No. 3496456985, Sy. No 60/1 (Old No 36/2) PID No. 51-39-60/1, Ward No 154, 2nd Cross , Thyagarajanagar, Bangalore, 60/1, Ward No : Ward 154, Bengaluru West City Corporation Zone 560028 , Bengaluru South , Bengaluru Urban, Karnataka - 560028",12.932868,77.564264,76,Yes,NA,NA,0,76,58,18
